,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
53,14%,"Monica di Sardegna, Sicily & Sardinia, Italy",750 ml,Red, Italy,2/1/2019,"Vinous aromas of wild berry practically jump out of the glass. Smooth and juicy, the polished, straightforward palate doles out succulent blackberry, Marasca cherry and a hint of clove alongside soft, round tannins. Drink now.",I Fiori,Banville Wine Merchants,Pala 2017 I Fiori  (Monica di Sardegna),$18, Sicily & Sardinia,89,Monica di Sardegna,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Monica, Italian Red",2017,Pala
54,14%,"Aglianico del Taburno, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of toasted oak, baked plum and vanilla lead the nose. The assertive palate offers black cherry jam, cake spice and espresso alongside grainy, rather astringent tannins.",Blue Apis,"Skurnik Wines, Inc",Cantina del Taburno 2015 Blue Apis  (Aglianico del Taburno),$70, Southern Italy,88,Aglianico del Taburno,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Cantina del Taburno
55,12.5%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Ripe wild berry, spiced plum and Mediterranean brush aromas lead the nose. The juicy palate offers Marasca cherry, crushed raspberry and a hint of orange zest alongside pliant tannins.",Kataro,Nicola Biscardo Selections,Tenute Casoli 2016 Kataro Aglianico (Irpinia),$25, Southern Italy,88,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Tenute Casoli
56,14%,"Terre del Volturno, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This 100% Pallagrello Nero opens with aromas of ripe black fruit, cooking spice and underbrush. The firm palate offers roasted coffee bean, vanilla and black plum alongside close-grained tannins.",,Montecastelli Selections,Vestini Campagnano 2015 Pallagrello Nero (Terre del Volturno),$49, Southern Italy,88,Terre del Volturno,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Pallagrello Nero, Italian Red",2015,Vestini Campagnano
57,13%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of dark-skinned berry, underbrush and cooking spice. The medium-bodied savory palate offers black-cherry jam, white pepper and a clove note alongside lithe tannins and fresh acidity.",Sir V,Baccus Fine Wine Importers,Agricola Bellaria 2015 Sir V Aglianico (Irpinia),$40, Southern Italy,88,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Agricola Bellaria
58,13%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Blue-flower, tilled soil and dark-berry aromas lead the nose. The straightforward palate delivers ripe blackberry, black pepper and mocha alongside velvety tannins.",,Michelangelo Selections,Donnachiara 2016 Aglianico (Campania),$16, Southern Italy,88,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Donnachiara
59,13%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of dark-skinned berry, blue flower and a whiff of moist earth emerge from the glass. The easygoing palate offers blackberry jam and licorice alongside round tannins. Drink soon.",4 Contrade,Wine Universe Corp,Manimurci 2016 4 Contrade Aglianico (Irpinia),$15, Southern Italy,88,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Manimurci
60,14.5%,"Alghero, Sicily & Sardinia, Italy",750 ml,Red, Italy,2/1/2019,"Made with rare native grape Cagnulari, this Sardinian red has aromas of wild black-skinned berry, Mediterranean scrub and dark culinary spice. The lively easygoing palate offers ripe blackberry, spiced blueberry, tangy blood orange and a hint of clove alongside pliant tannins.",,MS Walker,Santa Maria La Palma 2017 Cagnulari (Alghero),$17, Sicily & Sardinia,88,Alghero,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Cagnulari, Italian Red",2017,Santa Maria La Palma
61,14%,"Aglianico del Taburno, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Subdued aromas of dark berry, espresso and tobacco lead the nose. The solid palate offers dried black cherry, roasted coffee bean and cooking spice alongside close-grained tannins.",Delius,"Skurnik Wines, Inc",Cantina del Taburno 2015 Delius  (Aglianico del Taburno),$30, Southern Italy,88,Aglianico del Taburno,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Cantina del Taburno
62,13.5%,"Beneventano, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Made entirely with native grape Piedirosso, this opens with aromas of red berry, cooking spice and a whiff of smoke. The savory palate delivers red plum, clove and white pepper alongside pliant tannins.",,de Grazia Imports LLC,Cantina del Taburno 2015 Piedirosso (Beneventano),$25, Southern Italy,88,Beneventano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Piedirosso, Italian Red",2015,Cantina del Taburno
63,12.5%,"Lacryma Christi del Vesuvio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Made with organically farmed Piedirosso, this has aromas of tilled earth, red berry and cooking spice. The juicy palate offers ripe raspberry, clove and a touch of hazelnut on the finish.",Rosso,Wine Twist,Cantina del Vesuvio 2015 Rosso Piedirosso (Lacryma Christi del Vesuvio),$17, Southern Italy,88,Lacryma Christi del Vesuvio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Piedirosso, Italian Red",2015,Cantina del Vesuvio
64,14%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,This opens with dark berry and Mediterranean brush aromas. The juicy easygoing palate offers black cherry and star anise alongside smooth tannins. Drink soon.,,Arte Vino,D'Aione 2017 Aglianico (Campania),$13, Southern Italy,88,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,D'Aione
65,13%,"Sannio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of underbrush, dark berry and baking spice lead the nose. The round palate offers blackberry jam, vanilla and mocha alongside smooth tannins.",,Terravino,Rossovermiglio 2015 Aglianico (Sannio),N/A, Southern Italy,88,Sannio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Rossovermiglio
66,13%,"Sannio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of dark-skinned fruit, baking spice and a hint of violet lead the nose. The straightforward palate offers blackberry jam and star anise alongside smooth tannins.",Civico 28,Wine Twist,Tenuta Fontana 2015 Civico 28 Aglianico (Sannio),$31, Southern Italy,88,Sannio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Tenuta Fontana
67,13.5%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of dark-skinned fruit, new leather and scorched earth lead the nose. The medium-bodied palate offers black plum, star anise and a hint of orange peel alongside smooth tannins. Drink soon.",Taurì,de Grazia Imports LLC,Antonio Caggiano 2017 Taurì Aglianico (Irpinia),N/A, Southern Italy,88,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2017,Antonio Caggiano
68,12.5%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Dark-berry, pressed violet and tilled earth aromas come together on this. The easygoing enjoyable palate offers ripe blackberry and a hint of clove alongside mellow tannins.",Isso,Opera Wine Imports,Di Meo 2015 Isso Aglianico (Campania),$18, Southern Italy,88,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Di Meo
69,13%,"Sannio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Mediterranean brush, sunbaked earth, blue-flower and mature plum aromas lead the nose. The aromas carry on to the easygoing palate together with prune and clove while dusty tannins provide support.",Sant'Agata dei Goti Cesco de Nece,Casa de Case,Mustilli 2015 Sant'Agata dei Goti Cesco de Nece Aglianico (Sannio),N/A, Southern Italy,88,Sannio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Mustilli
70,13%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of dark berry, forest floor and vanilla lead the nose. The juicy palate delivers ripe raspberry, white pepper and clove alongside smooth tannins.",Campole,Soilair Selection,Alois 2015 Campole Aglianico (Campania),$18, Southern Italy,88,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Alois
71,13%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with earthy aromas of scorched earth, ripe dark-skinned berry and leather. The juicy palate delivers mature black cherry, Mediterranean herb and a touch of mint alongside firm tannins.",,Eagle Eye Brands,Cantine di Marzo 2016 Aglianico (Irpinia),$22, Southern Italy,88,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Cantine di Marzo
72,14%,"Sannio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Made with organically grown Aglianico grapes, this opens with earthy aromas of tilled soil, tobacco and cooking spice. The firm palate offers black plum, clove and white pepper alongside taut tannins. Drink after 2020.",Fois,Bon Vivant Imports,Cautiero 2015 Fois Aglianico (Sannio),N/A, Southern Italy,88,Sannio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Cautiero
73,14.5%,"Aglianico del Taburno, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with earthy aromas of leather, mature black fruit and toasted oak. The dense palate offers blackberry jam, vanilla and mocha set against bracing tannins.",Enzo Rillo Riserva,La Fortezza USA,La Fortezza 2010 Enzo Rillo Riserva  (Aglianico del Taburno),$25, Southern Italy,88,Aglianico del Taburno,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2010,La Fortezza
74,13.5%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of dark berry, scorched earth and cooking spice. The firm palate offers ripe blackberry, licorice and black pepper alongside chewy tannins.",Rocca dei Leoni,Vitis Imports,Villa Mattielli 2014 Rocca dei Leoni Aglianico (Campania),N/A, Southern Italy,88,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2014,Villa Mattielli
75,14.5%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of ripe black plum, underbrush and vanilla emerge from the glass. The straightforward palate offers prune, mocha and toast alongside smooth tannins.",,Montcalm Wine Importers,Nativ 2015 Aglianico (Irpinia),$25, Southern Italy,87,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Nativ
76,13%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of dark berry, blue flower and a whiff of tilled soil. The easygoing palate offers black plum, orange rind and licorice alongside rounded tannins. Drink soon.",,Premium Brands,Torricino 2016 Aglianico (Irpinia),$13, Southern Italy,87,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Torricino
77,13.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,2/1/2019,"American ex-pat Brad Hickey's wines are anything but boring. In this Nero d'Avola, left for six months in locally sourced clay amphora, aromatics are at the fore. Potpourri-like florals border on soapy, along with bright red berry, orange peel and herbal cocktail bitters. The palate is tightly wound and grainy-textured, with sappy, savory, vice-like tannins and a briney finish. Drink now–2028.",NDV Amphora Project,Hudson Wine Brokers,Brash Higgins 2016 NDV Amphora Project Nero d'Avola (McLaren Vale),$42, South Australia,87,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],"Nero d'Avola, Italian Red",2016,Brash Higgins
78,15.5%,"Sannio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of toasted oak, espresso and coconut lead the nose. Made with organically grown grapes, the dense palate delivers prune, roasted coffee bean and vanilla alongside closed-grained tannins. The heat of evident alcohol dominates the finish.",Donna Candida,Bon Vivant Imports,Cautiero 2011 Donna Candida Aglianico (Sannio),N/A, Southern Italy,87,Sannio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2011,Cautiero
79,13%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of espresso, scorched earth and cedar. The straightforward palate offers prune, vanilla and a hint of star anise alongside pliant tannins.",Campi Taurasini Rossocupo,Wine Universe Corp,Manimurci 2016 Campi Taurasini Rossocupo Aglianico (Irpinia),$26, Southern Italy,87,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Manimurci
80,13.5%,"Irpinia, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of prune, leather and vanilla that carry over to the straightforward palate along with a hint of clove. It's easygoing, with pliant tannins. Drink soon.",,"Rolivia, Inc",Nardone 2016 Aglianico (Irpinia),$16, Southern Italy,87,Irpinia,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Nardone
81,12%,"Sannio, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This has aromas suggesting Mediterranean brush, mature black-skinned fruit and scorched earth. The easygoing palate shows dried black cherry, baking spice and a hint of star anise framed in rounded tannins. Enjoy soon.",,Communal Brands,Mustilli 2016 Aglianico (Sannio),$16, Southern Italy,87,Sannio,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2016,Mustilli
82,14%,"Falerno del Massico, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"This opens with aromas of toasted oak, roasted coffee bean and vanilla. The dense palate offers prune, clove and espresso alongside close-grained tannins.",Rapicano,Conexport Italy,Trabucco 2014 Rapicano Aglianico (Falerno del Massico),$45, Southern Italy,87,Falerno del Massico,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2014,Trabucco
83,12.5%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Aromas of dark berry and baking spice lead the nose. The simple palate delivers ripe blackberry, clove and a light peppery note alongside round tannins.",,Vias Imports,Terredora Di Paolo 2015 Aglianico (Campania),$17, Southern Italy,87,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Terredora Di Paolo
84,14%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Earthy aromas of tilled soil, tobacco and cured meat lead the nose. The straightforward palate offers dried cherry, licorice and sage alongside chewy tannins.",Rafè,Baccus Fine Wine Importers,Agricola Bellaria 2015 Rafè Aglianico (Campania),$30, Southern Italy,87,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Agricola Bellaria
85,13.5%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Dark-berry, spiced plum and vanilla aromas emerge from the glass. The straightforward palate offers dried black cherry, clove and cooking spice alongside close-grained tannins.",,Opera Wine Imports,Di Meo 2014 Aglianico (Campania),N/A, Southern Italy,87,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2014,Di Meo
86,14%,"Campania, Southern Italy, Italy",750 ml,Red, Italy,2/1/2019,"Subdued aromas of dark fruit and scorched earth slowly emerge from the glass. The linear palate offers ripe black plum, espresso and vanilla alongside round tannins.",,Vin Veritas,Fattoria Pagano 2015 Aglianico (Campania),$20, Southern Italy,87,Campania,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],"Aglianico, Italian Red",2015,Fattoria Pagano
