,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
55,14.5%,"Calaveras County, Sierra Foothills, California, US",750 ml,Red, US,5/1/2019,"This wine tastes mature and mellow, exhibiting aromas of tamarind, vanilla and vermouth, and oaky dried-fruit flavors. It's full bodied and well aged.",Dalton Vineyard,,Calavera 2014 Dalton Vineyard Grenache (Calaveras County),$28, California,86, Sierra Foothills,Jim Gordon,@gordone_cellars,Calaveras County,Not rated yet [Add Your Review],Grenache,2014,Calavera
56,13.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Initial gaseous aromas of sulfur, latex and rubber blow off and get replaced by generic berry scents. This standard Garnacha feels pulpy but soft. Candied cherry flavors are on the sweet side and play out on a plump finish.",,Prestige Beverage Group,Sierra de Viento 2017 Garnacha (Cariñena),$8, Northern Spain,85,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2017,Sierra de Viento
57,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Red fruit flavors of pomegranate and raspberry are candied, while this Garnacha feels bumpy and rough, without much structure or stuffing. Fresh but candied cherry and raspberry flavors suggest hard candy, while this is entirely basic on the finish.",,Grapes of Spain,Legado del Moncayo 2017 Garnacha (Campo de Borja),$11, Northern Spain,85,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2017,Legado del Moncayo
58,14%,"Campo de Borja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Aromas of clove and red fruits are pushed by boisterous oaky tones. Clove and baking spice notes on top of easy berry fruit flavors are smoky and forced, while clove, campfire and barbecue flavors are more than a Garnacha of this quality can handle.",Aragus Made with Organic Grapes,Scoperta Importing Co. Inc,Bodegas Aragonesas 2017 Aragus Made with Organic Grapes Garnacha (Campo de Borja),$11, Northern Spain,85,Campo de Borja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2017,Bodegas Aragonesas
59,13.5%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Rubbery berry and cranberry aromas come with grassy field notes. This Garnacha has a clampy, raw, tannic mouthfeel and pointy flavors of plum and berry fruits. A lean, grabby, rubbing finish gets the job done, but barely.",Ventana,Cuddihy Wine Importers,Agronavarra 2017 Ventana Garnacha (Navarra),$11, Northern Spain,84,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2017,Agronavarra
60,14.5%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Rubbery, medicinal berry aromas open this basic Garnacha that's narrow on the palate. Berry flavors come with hints of vinegar and butter, while this feels a bit sticky and hot on the finish.",Menguante,"Skurnik Wines, Inc",Viñedos y Bodegas Pablo 2017 Menguante Garnacha (Cariñena),$9, Northern Spain,84,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2017,Viñedos y Bodegas Pablo
61,14%,"Cariñena, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Earthy black fruit aromas are soft and dull. In the mouth, this marginal Garnacha feels sappy and heavy. Flat berry flavors are soupy and taste of barbecue sauce, while this draws down on a finish with sketchy balance.",Particular,1_No Submitting Co,Bodegas San Valero 2017 Particular Garnacha (Cariñena),N/A, Northern Spain,82,Cariñena,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Garnacha, Grenache",2017,Bodegas San Valero
62,15.8%,"Central Coast, Central Coast, California, US",750 ml,Red, US,4/1/2019,"Rich, voluptuous and luxurious on the nose, this bottling shows aromas of Luxardo cherry and star anise. The palate is bound together with ripe flavors of kirsch, gingerbread and roasted pork in a caramelized marinade.",High Horse,,Lost Blues 2014 High Horse Grenache (Central Coast),$48, California,94, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],Grenache,2014,Lost Blues
63,13.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"Made from a single plot of organically farmed old vines, this wine offers lively tones of red berry, rose, violet and herbal tonic, backed by cinnamon and clove spice. It's light, bright and easy to knock back, which belies just how well structured and complex it really is. This is a beautiful example of the variety McLaren's Vale does best.",She's Electric Old Vine Single Vineyard,Wine Dogs Imports LLC,Thistledown 2017 She's Electric Old Vine Single Vineyard Grenache (McLaren Vale),$50, South Australia,94,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2017,Thistledown
64,15.7%,"California, California Other, California, US",750 ml,Red, US,4/1/2019,"Quite dark in the glass and adorned with a hilariously awkward portrait on the label, this rich take on Grenache starts with aromas of concentrated black plum, licorice, clove and roasted meats. It's soft and luxurious on the palate, with rich, thick flavors of black cherry, oozing caramel, toasted tobacco and root-beer spice.",Late Bloomer,,Herman Story 2014 Late Bloomer Grenache (California),$52, California,94, California Other,Matt Kettmann,@mattkettmann,California,Not rated yet [Add Your Review],Grenache,2014,Herman Story
65,15.5%,"Paso Robles Willow Creek District, Central Coast, California, US",750 ml,Red, US,4/1/2019,"It's rare for a Grenache to be deemed cellar worthy, but this beauty, which is strategically bolstered by 4% Syrah, packs the right mix of tannin, alcohol and acidity to do the trick. Baked red cherries, clove and gingerbread show on the nose, while the sip grips the palate with chalky tannins, showing flavors of plum, cranberry, orange rind and baking spice. Drink now through 2028.",Sensibility,,Epoch 2015 Sensibility Grenache (Paso Robles Willow Creek District),$75, California,93, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles Willow Creek District,Not rated yet [Add Your Review],Grenache,2015,Epoch
66,14.8%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,4/1/2019,"Extremely fresh and snappy on the nose, this bottling offers aromas of raspberry, sage, mint and white pepper, and the underlying tension is quite apparent. The palate is tightly wound and energetic with flavors of cranberry and more raspberry.",John Sebastiano Vineyard,,Peake Ranch 2016 John Sebastiano Vineyard Grenache (Sta. Rita Hills),$65, California,93, Central Coast,Matt Kettmann,@mattkettmann,Sta. Rita Hills,Not rated yet [Add Your Review],Grenache,2016,Peake Ranch
67,13.5%,"Barossa Valley, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"This vintage expresses the variety's typical bright raspberry, cranberry, blueberry combo but laced with notes of dried leaves, nutmeg, cumin, white pepper and graphite. The palate is restrained and beautifully balanced, with soft, savory, sandy-textured tannins, a tart raspberry crunch and a mineral, hot stone spine. Drink now–2029.",Annexus,Old Bridge Cellars,John Duval Wines 2016 Annexus Grenache (Barossa Valley),$60, South Australia,93,Barossa Valley,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2016,John Duval Wines
68,13.5%,"Ventura County, Central Coast, California, US",750 ml,Red, US,4/1/2019,"This bottling shows immense promise for vineyard potential in Ventura County, which has struggled with Pierce's disease over the years. Aromas of rose water, red plum, light cherry and cinnamon spice lead into a palate that's fresh with flavors of pomegranate and rose petal, yet grippy with tannins.",Rich Vineyard,,Topa Mountain Winery 2016 Rich Vineyard Grenache (Ventura County),$30, California,92, Central Coast,Matt Kettmann,@mattkettmann,Ventura County,Not rated yet [Add Your Review],Grenache,2016,Topa Mountain Winery
69,14.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"This wine starts a little bombastically, with ripe, borderline candied fruit. But give it time in glass and it will keep changing for the better, getting prettier and more ethereal. It's dominated by raspberry compote and rhubarb aromas but then orange peel and violet notes emerge along with something savory, herbal and almost smokey. The palate is light to medium-bodied and those tart orange citrus characters really stand out here, backed by tight-grained yet satiny tannins and a herbal tonic finish.",The Vagabond Old Vines,Wine Dogs Imports LLC,Thistledown 2016 The Vagabond Old Vines Grenache (McLaren Vale),$36, South Australia,92,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2016,Thistledown
70,14.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"From biodynamically farmed, old vines, this is a brilliant example of why this region and variety are gaining such renown. Aromas of bright red berries, florals, tar, white pepper and herbal tonic lead into a silky yet structured palate that is light to medium-bodied. The aromas carry through to the palate, knitting them together with spicy, earthy tannins and crunchy acidity. It's refreshing, austere and joyful all at once.",Old Vine,Sovereign Wine Imports,Yangarra Estate Vineyard 2016 Old Vine Grenache (McLaren Vale),$25, South Australia,92,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2016,Yangarra Estate Vineyard
71,14.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"This is a lithe, bouncy small-batch, single-vineyard Grenache made with minimal intervention using grapes from a single vineyard. The nose is a delicate medley of bright cranberry, red currant and rhubarb smudged with cinnamon, thyme and graphite. The palate is light bodied and crunchy-fruited, boasting a touch of herbaceousness slithering along a savory spine.",,Vine Street Imports,Year 2017 Grenache (McLaren Vale),$40, South Australia,92,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2017,Year
72,14%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"Made in painfully small quantities (400 bottles total), this wine offers aromas of cherries, red currants, blueberries and violets that cascade from the glass, all backed by a cinnamon stalkiness and touches of white pepper and cumin. The palate is threaded by laser sharp acidity and earthy tannins, backed by a peppery, herbal spine and finishes long and tangy.",Clarendon Smart,Wine Dogs Imports LLC,Thistledown 2017 Clarendon Smart Grenache (McLaren Vale),$50, South Australia,92,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2017,Thistledown
73,15.4%,"California, California Other, California, US",750 ml,Red, US,4/1/2019,"Roasted blackberry and charred meat aromas show on the nose of this Grenache, which is superripe and extracted in the winery's style, but retains a compelling degree of balance. The palate shows rather elegant touches of star anise and clove against a backdrop of roasted cherries, plums, sagebrush and cola.",On the Road,,Herman Story 2015 On the Road Grenache (California),$48, California,92, California Other,Matt Kettmann,@mattkettmann,California,Not rated yet [Add Your Review],Grenache,2015,Herman Story
74,13.5%,"Sta. Rita Hills, Central Coast, California, US",750 ml,Red, US,4/1/2019,"Quite light in the glass, this delicate bottling offers aromas of aromatic herbs such as mint and tarragon along with lightly roasted Rainier cherry and red-melon touches. The palate is light and tart with flavors of watermelon, clay and crushed herbs.",John Sebastiano Vineyard,,Ojai 2016 John Sebastiano Vineyard Grenache (Sta. Rita Hills),$35, California,91, Central Coast,Matt Kettmann,@mattkettmann,Sta. Rita Hills,Not rated yet [Add Your Review],Grenache,2016,Ojai
75,14.9%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,4/1/2019,"Light in color with some bricking at the rim. The aromas offer hyperappealing notes of fresh ripe raspberry, white pepper, smoked meat, potpourri and dried herb. It dances on the palate with light, showy, elegant, juicy flavors that display a lovely sense of intensity and balance. A long finish caps it off. This one is all about delicacy.",Claire Boushey Vineyard,,Two Vintners 2016 Claire Boushey Vineyard Grenache (Yakima Valley),$40, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],Grenache,2016,Two Vintners
76,14.5%,"McLaren Vale, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"This wine is luscious and fruit forward, with less savory, stalky notes than its counterpart single-vineyard bottling, Clarendon Smart. Notes of ripe cherry, raspberry, flowers, dried herbs and just a touch of smoked meat lead onto a palate that shows plenty of fruit weight but also a good lick of acidity. It's tasty now but it's likely this wine's best is yet to come. Drink now–2025.",Blewitt Springs Schuller Rd,Wine Dogs Imports LLC,Thistledown 2017 Blewitt Springs Schuller Rd Grenache (McLaren Vale),$50, South Australia,91,McLaren Vale,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2017,Thistledown
77,14.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,Red, US,4/1/2019,"This bottling from a vineyard that sits next to Highways 101 and 154 is extremely light in the glass, and shows intriguing aromas of grenadine, red melon, gingerbread spice, leather and cola. There's a dried ginger bite to the palate, where clove and sandalwood flavors mix with fleshy red fruit until the vanilla-kissed finish.",Broer El Camino Real,,Saarloos & Sons 2015 Broer El Camino Real Grenache (Santa Ynez Valley),$38, California,91, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],Grenache,2015,Saarloos & Sons
78,14.1%,"Barossa, South Australia, Australia",750 ml,Red, Australia,4/1/2019,"Strawberry in hue and in flavor, too, it's hard not to emit a grunt of pleasure upon first smelling and tasting this wine. It's light, bright and aromatic, bursting with plump red berries, orange peel, cumin, white pepper, stalks and a herbal tonic tone. Medium-bodied and silky smooth, it's seriously fruity but steers clear of being syrupy. Drink now–2026.",Old Bush Vine,Negociants USA–Winebow,Yalumba 2016 Old Bush Vine Grenache (Barossa),$20, South Australia,91,Barossa,Christina Pickard,@winewchristina,,Not rated yet [Add Your Review],Grenache,2016,Yalumba
